,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2012-09-19 19:00:00,14943,3,1,9,19,0,3,1,1,0.56,0.5303,0.43,0.2239,72,539,611
2012-09-19 20:00:00,14944,3,1,9,20,0,3,1,1,0.52,0.5,0.48,0.1642,31,378,409
2012-09-19 21:00:00,14945,3,1,9,21,0,3,1,1,0.5,0.4848,0.59,0.1642,25,324,349
2012-09-19 22:00:00,14946,3,1,9,22,0,3,1,1,0.5,0.4848,0.63,0.0896,31,198,229
2012-09-19 23:00:00,14947,3,1,9,23,0,3,1,1,0.48,0.4697,0.67,0.0896,17,106,123
2012-09-20 00:00:00,14948,3,1,9,0,0,4,1,1,0.5,0.4848,0.63,0.0,12,46,58
2012-09-20 01:00:00,14949,3,1,9,1,0,4,1,1,0.46,0.4545,0.72,0.1045,4,14,18
2012-09-20 02:00:00,14950,3,1,9,2,0,4,1,1,0.46,0.4545,0.72,0.0896,2,9,11
2012-09-20 03:00:00,14951,3,1,9,3,0,4,1,1,0.44,0.4394,0.77,0.0,0,6,6
2012-09-20 04:00:00,14952,3,1,9,4,0,4,1,1,0.44,0.4394,0.77,0.1045,0,6,6
2012-09-20 05:00:00,14953,3,1,9,5,0,4,1,1,0.44,0.4394,0.77,0.1045,4,52,56
2012-09-20 06:00:00,14954,3,1,9,6,0,4,1,1,0.44,0.4394,0.77,0.0,9,161,170
2012-09-20 07:00:00,14955,3,1,9,7,0,4,1,1,0.46,0.4545,0.82,0.1045,20,514,534
2012-09-20 08:00:00,14956,3,1,9,8,0,4,1,1,0.5,0.4848,0.68,0.0896,44,746,790
2012-09-20 09:00:00,14957,3,1,9,9,0,4,1,1,0.56,0.5303,0.6,0.0896,25,330,355
2012-09-20 10:00:00,14958,3,1,9,10,0,4,1,1,0.58,0.5455,0.53,0.0896,33,157,190
2012-09-20 11:00:00,14959,3,1,9,11,0,4,1,1,0.62,0.6212,0.43,0.0,37,206,243
2012-09-20 12:00:00,14960,3,1,9,12,0,4,1,1,0.62,0.6212,0.43,0.1343,57,233,290
2012-09-20 13:00:00,14961,3,1,9,13,0,4,1,1,0.64,0.6212,0.44,0.1343,68,268,336
2012-09-20 14:00:00,14962,3,1,9,14,0,4,1,1,0.64,0.6212,0.47,0.194,76,222,298
2012-09-20 15:00:00,14963,3,1,9,15,0,4,1,1,0.66,0.6212,0.47,0.194,60,231,291
2012-09-20 16:00:00,14964,3,1,9,16,0,4,1,1,0.64,0.6212,0.47,0.1642,72,385,457
2012-09-20 17:00:00,14965,3,1,9,17,0,4,1,1,0.64,0.6212,0.5,0.2239,91,885,976
2012-09-20 18:00:00,14966,3,1,9,18,0,4,1,1,0.6,0.6212,0.56,0.2537,119,781,900
2012-09-20 19:00:00,14967,3,1,9,19,0,4,1,1,0.58,0.5455,0.6,0.2239,69,534,603
2012-09-20 20:00:00,14968,3,1,9,20,0,4,1,1,0.56,0.5303,0.64,0.1343,57,360,417
2012-09-20 21:00:00,14969,3,1,9,21,0,4,1,1,0.56,0.5303,0.64,0.194,28,246,274
2012-09-20 22:00:00,14970,3,1,9,22,0,4,1,1,0.54,0.5152,0.73,0.1045,35,252,287
2012-09-20 23:00:00,14971,3,1,9,23,0,4,1,1,0.54,0.5152,0.68,0.1045,17,137,154
2012-09-21 00:00:00,14972,3,1,9,0,0,5,1,1,0.54,0.5152,0.68,0.0,13,53,66
2012-09-21 01:00:00,14973,3,1,9,1,0,5,1,1,0.52,0.5,0.72,0.0,11,38,49
2012-09-21 02:00:00,14974,3,1,9,2,0,5,1,1,0.52,0.5,0.72,0.0,6,8,14
2012-09-21 03:00:00,14975,3,1,9,3,0,5,1,1,0.5,0.4848,0.77,0.0896,1,11,12
2012-09-21 04:00:00,14976,3,1,9,4,0,5,1,1,0.5,0.4848,0.77,0.0,1,9,10
2012-09-21 05:00:00,14977,3,1,9,5,0,5,1,1,0.5,0.4848,0.82,0.0,2,47,49
2012-09-21 06:00:00,14978,3,1,9,6,0,5,1,1,0.5,0.4848,0.77,0.0896,19,146,165
2012-09-21 07:00:00,14979,3,1,9,7,0,5,1,1,0.52,0.5,0.77,0.0,35,468,503
2012-09-21 08:00:00,14980,3,1,9,8,0,5,1,1,0.54,0.5152,0.73,0.1343,31,726,757
2012-09-21 09:00:00,14981,3,1,9,9,0,5,1,1,0.58,0.5455,0.68,0.1343,35,348,383
2012-09-21 10:00:00,14982,3,1,9,10,0,5,1,1,0.62,0.6061,0.61,0.2239,44,181,225
2012-09-21 11:00:00,14983,3,1,9,11,0,5,1,1,0.66,0.6212,0.57,0.2239,79,242,321
2012-09-21 12:00:00,14984,3,1,9,12,0,5,1,1,0.68,0.6364,0.57,0.1642,84,305,389
2012-09-21 13:00:00,14985,3,1,9,13,0,5,1,1,0.7,0.6515,0.54,0.1642,105,316,421
2012-09-21 14:00:00,14986,3,1,9,14,0,5,1,1,0.7,0.6515,0.54,0.2985,113,299,412
2012-09-21 15:00:00,14987,3,1,9,15,0,5,1,1,0.7,0.6515,0.54,0.2239,90,333,423
2012-09-21 16:00:00,14988,3,1,9,16,0,5,1,1,0.7,0.6515,0.54,0.194,103,464,567
2012-09-21 17:00:00,14989,3,1,9,17,0,5,1,1,0.68,0.6364,0.57,0.2836,107,739,846
2012-09-21 18:00:00,14990,3,1,9,18,0,5,1,1,0.66,0.6212,0.61,0.2537,106,699,805
2012-09-21 19:00:00,14991,3,1,9,19,0,5,1,1,0.64,0.6061,0.65,0.2537,95,493,588
2012-09-21 20:00:00,14992,3,1,9,20,0,5,1,1,0.62,0.6061,0.69,0.194,54,315,369
2012-09-21 21:00:00,14993,3,1,9,21,0,5,1,1,0.6,0.5909,0.73,0.2537,46,266,312
2012-09-21 22:00:00,14994,3,1,9,22,0,5,1,1,0.6,0.5909,0.73,0.194,47,248,295
2012-09-21 23:00:00,14995,3,1,9,23,0,5,1,1,0.6,0.5909,0.73,0.3284,23,163,186
2012-09-22 00:00:00,14996,3,1,9,0,0,6,0,1,0.6,0.5909,0.73,0.2836,32,140,172
2012-09-22 01:00:00,14997,3,1,9,1,0,6,0,1,0.58,0.5455,0.83,0.2985,18,106,124
2012-09-22 02:00:00,14998,3,1,9,2,0,6,0,1,0.56,0.5303,0.88,0.2537,10,73,83
2012-09-22 03:00:00,14999,3,1,9,3,0,6,0,1,0.56,0.5303,0.83,0.2836,6,39,45
2012-09-22 04:00:00,15000,3,1,9,4,0,6,0,1,0.56,0.5303,0.83,0.2836,5,10,15
2012-09-22 05:00:00,15001,3,1,9,5,0,6,0,1,0.56,0.5303,0.83,0.3284,2,15,17
2012-09-22 06:00:00,15002,3,1,9,6,0,6,0,1,0.56,0.5303,0.83,0.2985,6,35,41
2012-09-22 07:00:00,15003,3,1,9,7,0,6,0,1,0.58,0.5455,0.78,0.2537,7,70,77
2012-09-22 08:00:00,15004,3,1,9,8,0,6,0,1,0.6,0.5909,0.73,0.2985,21,197,218
2012-09-22 09:00:00,15005,3,1,9,9,0,6,0,1,0.64,0.6061,0.69,0.2537,88,289,377
2012-09-22 10:00:00,15006,3,1,9,10,0,6,0,1,0.66,0.6212,0.65,0.3284,124,350,474
2012-09-22 11:00:00,15007,3,1,9,11,0,6,0,1,0.7,0.6515,0.58,0.2836,189,437,626
2012-09-22 12:00:00,15008,3,1,9,12,0,6,0,1,0.72,0.6667,0.54,0.2985,228,460,688
2012-09-22 13:00:00,15009,3,1,9,13,0,6,0,1,0.74,0.6667,0.51,0.3582,273,434,707
2012-09-22 14:00:00,15010,3,1,9,14,0,6,0,1,0.76,0.6818,0.48,0.2836,250,404,654
2012-09-22 15:00:00,15011,3,1,9,15,0,6,0,1,0.74,0.6667,0.48,0.3881,307,443,750
2012-09-22 16:00:00,15012,3,1,9,16,0,6,0,1,0.74,0.6667,0.51,0.3284,253,427,680
2012-09-22 17:00:00,15013,3,1,9,17,0,6,0,1,0.74,0.6667,0.51,0.3284,195,451,646
2012-09-22 18:00:00,15014,3,1,9,18,0,6,0,1,0.72,0.6667,0.54,0.2836,171,427,598
2012-09-22 19:00:00,15015,3,1,9,19,0,6,0,1,0.7,0.6515,0.58,0.194,99,308,407
2012-09-22 20:00:00,15016,3,1,9,20,0,6,0,1,0.7,0.6515,0.54,0.2537,76,249,325
2012-09-22 21:00:00,15017,3,1,9,21,0,6,0,1,0.64,0.6212,0.57,0.2537,59,202,261
2012-09-22 22:00:00,15018,3,1,9,22,0,6,0,1,0.62,0.6212,0.57,0.194,59,180,239
2012-09-22 23:00:00,15019,3,1,9,23,0,6,0,1,0.62,0.6212,0.5,0.194,34,137,171
2012-09-23 00:00:00,15020,4,1,9,0,0,0,0,1,0.62,0.6212,0.38,0.2537,34,146,180
2012-09-23 01:00:00,15021,4,1,9,1,0,0,0,1,0.54,0.5152,0.52,0.3582,23,119,142
2012-09-23 02:00:00,15022,4,1,9,2,0,0,0,1,0.52,0.5,0.48,0.2537,18,77,95
2012-09-23 03:00:00,15023,4,1,9,3,0,0,0,1,0.48,0.4697,0.55,0.2985,13,41,54
2012-09-23 04:00:00,15024,4,1,9,4,0,0,0,1,0.46,0.4545,0.55,0.2239,1,9,10
2012-09-23 05:00:00,15025,4,1,9,5,0,0,0,1,0.46,0.4545,0.59,0.2537,1,5,6
2012-09-23 06:00:00,15026,4,1,9,6,0,0,0,1,0.44,0.4394,0.62,0.2537,5,11,16
2012-09-23 07:00:00,15027,4,1,9,7,0,0,0,1,0.46,0.4545,0.59,0.2239,9,48,57
2012-09-23 08:00:00,15028,4,1,9,8,0,0,0,1,0.48,0.4697,0.55,0.3582,38,137,175
2012-09-23 09:00:00,15029,4,1,9,9,0,0,0,1,0.5,0.4848,0.51,0.3284,71,205,276
2012-09-23 10:00:00,15030,4,1,9,10,0,0,0,1,0.54,0.5152,0.45,0.2537,138,351,489
2012-09-23 11:00:00,15031,4,1,9,11,0,0,0,1,0.56,0.5303,0.46,0.2537,186,384,570
2012-09-23 12:00:00,15032,4,1,9,12,0,0,0,1,0.56,0.5303,0.43,0.1045,250,526,776
2012-09-23 13:00:00,15033,4,1,9,13,0,0,0,1,0.6,0.6212,0.38,0.1642,257,445,702
2012-09-23 14:00:00,15034,4,1,9,14,0,0,0,1,0.6,0.6212,0.38,0.194,266,400,666
2012-09-23 15:00:00,15035,4,1,9,15,0,0,0,1,0.6,0.6212,0.33,0.2239,265,375,640
2012-09-23 16:00:00,15036,4,1,9,16,0,0,0,1,0.6,0.6212,0.33,0.3284,254,437,691
2012-09-23 17:00:00,15037,4,1,9,17,0,0,0,1,0.56,0.5303,0.35,0.2985,227,496,723
2012-09-23 18:00:00,15038,4,1,9,18,0,0,0,1,0.54,0.5152,0.37,0.194,135,405,540
2012-09-23 19:00:00,15039,4,1,9,19,0,0,0,1,0.52,0.5,0.42,0.1642,82,331,413
2012-09-23 20:00:00,15040,4,1,9,20,0,0,0,1,0.52,0.5,0.42,0.1642,60,192,252
2012-09-23 21:00:00,15041,4,1,9,21,0,0,0,2,0.52,0.5,0.48,0.1045,51,145,196
2012-09-23 22:00:00,15042,4,1,9,22,0,0,0,1,0.52,0.5,0.48,0.0,40,98,138
2012-09-23 23:00:00,15043,4,1,9,23,0,0,0,2,0.5,0.4848,0.59,0.1045,30,70,100
2012-09-24 00:00:00,15044,4,1,9,0,0,1,1,1,0.46,0.4545,0.63,0.194,10,54,64
2012-09-24 01:00:00,15045,4,1,9,1,0,1,1,1,0.46,0.4545,0.67,0.1343,6,12,18
2012-09-24 02:00:00,15046,4,1,9,2,0,1,1,2,0.46,0.4545,0.63,0.1343,0,8,8
2012-09-24 03:00:00,15047,4,1,9,3,0,1,1,1,0.46,0.4545,0.63,0.1642,0,5,5
2012-09-24 04:00:00,15048,4,1,9,4,0,1,1,1,0.44,0.4394,0.67,0.1045,0,8,8
2012-09-24 05:00:00,15049,4,1,9,5,0,1,1,1,0.46,0.4545,0.63,0.0,2,35,37
2012-09-24 06:00:00,15050,4,1,9,6,0,1,1,1,0.46,0.4545,0.59,0.0,6,162,168
2012-09-24 07:00:00,15051,4,1,9,7,0,1,1,1,0.46,0.4545,0.67,0.1343,17,513,530
2012-09-24 08:00:00,15052,4,1,9,8,0,1,1,1,0.5,0.4848,0.55,0.194,31,719,750
2012-09-24 09:00:00,15053,4,1,9,9,0,1,1,1,0.52,0.5,0.52,0.194,42,286,328
2012-09-24 10:00:00,15054,4,1,9,10,0,1,1,1,0.54,0.5152,0.49,0.2239,52,146,198
2012-09-24 11:00:00,15055,4,1,9,11,0,1,1,1,0.56,0.5303,0.37,0.194,71,167,238
2012-09-24 12:00:00,15056,4,1,9,12,0,1,1,1,0.56,0.5303,0.35,0.2985,77,265,342
2012-09-24 13:00:00,15057,4,1,9,13,0,1,1,1,0.6,0.6212,0.31,0.2985,80,248,328
2012-09-24 14:00:00,15058,4,1,9,14,0,1,1,1,0.6,0.6061,0.28,0.0,77,226,303
2012-09-24 15:00:00,15059,4,1,9,15,0,1,1,1,0.6,0.6212,0.31,0.0,84,216,300
2012-09-24 16:00:00,15060,4,1,9,16,0,1,1,1,0.58,0.5455,0.3,0.2537,99,417,516
2012-09-24 17:00:00,15061,4,1,9,17,0,1,1,1,0.58,0.5455,0.3,0.0,89,809,898
2012-09-24 18:00:00,15062,4,1,9,18,0,1,1,1,0.54,0.5152,0.37,0.1642,95,758,853
2012-09-24 19:00:00,15063,4,1,9,19,0,1,1,1,0.52,0.5,0.39,0.1343,56,534,590
2012-09-24 20:00:00,15064,4,1,9,20,0,1,1,1,0.52,0.5,0.52,0.1045,52,380,432
2012-09-24 21:00:00,15065,4,1,9,21,0,1,1,1,0.5,0.4848,0.51,0.1343,26,230,256
2012-09-24 22:00:00,15066,4,1,9,22,0,1,1,1,0.5,0.4848,0.51,0.2239,18,154,172
2012-09-24 23:00:00,15067,4,1,9,23,0,1,1,1,0.46,0.4545,0.63,0.1343,11,83,94
2012-09-25 00:00:00,15068,4,1,9,0,0,2,1,1,0.46,0.4545,0.67,0.1642,8,56,64
2012-09-25 01:00:00,15069,4,1,9,1,0,2,1,1,0.44,0.4394,0.72,0.1343,2,11,13
2012-09-25 02:00:00,15070,4,1,9,2,0,2,1,1,0.42,0.4242,0.77,0.1343,5,9,14
2012-09-25 03:00:00,15071,4,1,9,3,0,2,1,1,0.42,0.4242,0.71,0.0896,2,3,5
2012-09-25 04:00:00,15072,4,1,9,4,0,2,1,1,0.42,0.4242,0.71,0.1343,2,7,9
2012-09-25 05:00:00,15073,4,1,9,5,0,2,1,1,0.42,0.4242,0.77,0.0896,1,46,47
2012-09-25 06:00:00,15074,4,1,9,6,0,2,1,1,0.44,0.4394,0.77,0.2239,5,189,194
2012-09-25 07:00:00,15075,4,1,9,7,0,2,1,1,0.44,0.4394,0.77,0.194,17,539,556
2012-09-25 08:00:00,15076,4,1,9,8,0,2,1,1,0.48,0.4697,0.67,0.194,41,764,805
2012-09-25 09:00:00,15077,4,1,9,9,0,2,1,1,0.54,0.5152,0.56,0.2537,28,381,409
2012-09-25 10:00:00,15078,4,1,9,10,0,2,1,1,0.56,0.5303,0.52,0.2985,45,125,170
2012-09-25 11:00:00,15079,4,1,9,11,0,2,1,1,0.6,0.6212,0.46,0.2985,63,155,218
2012-09-25 12:00:00,15080,4,1,9,12,0,2,1,1,0.62,0.6212,0.43,0.2836,69,233,302
2012-09-25 13:00:00,15081,4,1,9,13,0,2,1,1,0.64,0.6212,0.47,0.2537,48,257,305
2012-09-25 14:00:00,15082,4,1,9,14,0,2,1,1,0.66,0.6212,0.39,0.3284,80,213,293
2012-09-25 15:00:00,15083,4,1,9,15,0,2,1,1,0.66,0.6212,0.36,0.3284,56,247,303
2012-09-25 16:00:00,15084,4,1,9,16,0,2,1,1,0.66,0.6212,0.39,0.2985,59,436,495
2012-09-25 17:00:00,15085,4,1,9,17,0,2,1,1,0.66,0.6212,0.39,0.2836,107,860,967
2012-09-25 18:00:00,15086,4,1,9,18,0,2,1,1,0.64,0.6212,0.41,0.2239,64,758,822
2012-09-25 19:00:00,15087,4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537,49,490,539
2012-09-25 20:00:00,15088,4,1,9,20,0,2,1,1,0.6,0.6212,0.56,0.2985,37,388,425
2012-09-25 21:00:00,15089,4,1,9,21,0,2,1,1,0.6,0.6212,0.56,0.2985,34,263,297
2012-09-25 22:00:00,15090,4,1,9,22,0,2,1,1,0.6,0.6212,0.56,0.2836,14,174,188
2012-09-25 23:00:00,15091,4,1,9,23,0,2,1,1,0.6,0.6212,0.56,0.3284,9,89,98
2012-09-26 00:00:00,15092,4,1,9,0,0,3,1,1,0.58,0.5455,0.64,0.2985,6,34,40
2012-09-26 01:00:00,15093,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284,10,19,29
2012-09-26 02:00:00,15094,4,1,9,2,0,3,1,2,0.58,0.5455,0.64,0.2836,2,15,17
2012-09-26 03:00:00,15095,4,1,9,3,0,3,1,2,0.58,0.5455,0.64,0.2836,4,6,10
2012-09-26 04:00:00,15096,4,1,9,4,0,3,1,1,0.56,0.5303,0.73,0.2537,2,12,14
2012-09-26 05:00:00,15097,4,1,9,5,0,3,1,1,0.56,0.5303,0.73,0.2239,1,35,36
2012-09-26 06:00:00,15098,4,1,9,6,0,3,1,1,0.54,0.5152,0.73,0.194,3,179,182
2012-09-26 07:00:00,15099,4,1,9,7,0,3,1,1,0.54,0.5152,0.77,0.1343,9,523,532
2012-09-26 08:00:00,15100,4,1,9,8,0,3,1,1,0.56,0.5303,0.73,0.2985,30,808,838
2012-09-26 09:00:00,15101,4,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.194,27,307,334
2012-09-26 10:00:00,15102,4,1,9,10,0,3,1,1,0.6,0.5909,0.73,0.2836,29,156,185
2012-09-26 11:00:00,15103,4,1,9,11,0,3,1,1,0.64,0.6212,0.61,0.2537,46,181,227
2012-09-26 12:00:00,15104,4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239,56,260,316
2012-09-26 13:00:00,15105,4,1,9,13,0,3,1,1,0.7,0.6515,0.58,0.2239,67,273,340
2012-09-26 14:00:00,15106,4,1,9,14,0,3,1,1,0.74,0.6667,0.48,0.2836,60,217,277
2012-09-26 15:00:00,15107,4,1,9,15,0,3,1,1,0.74,0.6667,0.48,0.2985,69,231,300
2012-09-26 16:00:00,15108,4,1,9,16,0,3,1,1,0.74,0.6667,0.45,0.2836,71,397,468
2012-09-26 17:00:00,15109,4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,77,876,953
2012-09-26 18:00:00,15110,4,1,9,18,0,3,1,1,0.74,0.6667,0.48,0.2239,69,815,884
2012-09-26 19:00:00,15111,4,1,9,19,0,3,1,1,0.7,0.6515,0.54,0.1642,38,589,627
2012-09-26 20:00:00,15112,4,1,9,20,0,3,1,1,0.66,0.6212,0.69,0.194,45,389,434
2012-09-26 21:00:00,15113,4,1,9,21,0,3,1,1,0.66,0.6212,0.65,0.194,32,328,360
2012-09-26 22:00:00,15114,4,1,9,22,0,3,1,3,0.62,0.6061,0.69,0.194,21,194,215
2012-09-26 23:00:00,15115,4,1,9,23,0,3,1,2,0.6,0.5758,0.78,0.2537,13,102,115
2012-09-27 00:00:00,15116,4,1,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896,5,60,65
2012-09-27 01:00:00,15117,4,1,9,1,0,4,1,1,0.6,0.5758,0.78,0.0896,5,16,21
2012-09-27 02:00:00,15118,4,1,9,2,0,4,1,1,0.6,0.5758,0.78,0.0896,3,13,16
2012-09-27 03:00:00,15119,4,1,9,3,0,4,1,1,0.6,0.5758,0.78,0.0,0,7,7
2012-09-27 04:00:00,15120,4,1,9,4,0,4,1,1,0.56,0.5303,0.94,0.1343,2,6,8
2012-09-27 05:00:00,15121,4,1,9,5,0,4,1,1,0.58,0.5455,0.83,0.0,2,64,66
2012-09-27 06:00:00,15122,4,1,9,6,0,4,1,1,0.56,0.5303,0.88,0.0896,5,164,169
2012-09-27 07:00:00,15123,4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,12,546,558
2012-09-27 08:00:00,15124,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,20,774,794
2012-09-27 09:00:00,15125,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0.0,30,305,335
2012-09-27 10:00:00,15126,4,1,9,10,0,4,1,2,0.7,0.6515,0.51,0.2836,40,168,208
2012-09-27 11:00:00,15127,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642,67,227,294
2012-09-27 12:00:00,15128,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,63,272,335
2012-09-27 13:00:00,15129,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0.0,61,265,326
2012-09-27 14:00:00,15130,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896,44,214,258
2012-09-27 15:00:00,15131,4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0.0,41,255,296
2012-09-27 16:00:00,15132,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284,73,399,472
2012-09-27 17:00:00,15133,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,87,818,905
2012-09-27 18:00:00,15134,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,77,822,899
2012-09-27 19:00:00,15135,4,1,9,19,0,4,1,1,0.66,0.6212,0.65,0.1343,48,511,559
2012-09-27 20:00:00,15136,4,1,9,20,0,4,1,2,0.64,0.6061,0.69,0.2239,45,412,457
2012-09-27 21:00:00,15137,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,18,235,253
2012-09-27 22:00:00,15138,4,1,9,22,0,4,1,3,0.62,0.5758,0.83,0.2985,2,45,47
2012-09-27 23:00:00,15139,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642,1,44,45
2012-09-28 00:00:00,15140,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,2,15,17
2012-09-28 01:00:00,15141,4,1,9,1,0,5,1,3,0.6,0.5455,0.88,0.0,0,13,13
2012-09-28 02:00:00,15142,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,1,9,10
2012-09-28 03:00:00,15143,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,0,7,7
2012-09-28 04:00:00,15144,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,2,10,12
2012-09-28 05:00:00,15145,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0.0,1,37,38
2012-09-28 06:00:00,15146,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,2,136,138
2012-09-28 07:00:00,15147,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.0,10,384,394
2012-09-28 08:00:00,15148,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,31,674,705
2012-09-28 09:00:00,15149,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,27,399,426
2012-09-28 10:00:00,15150,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343,51,194,245
2012-09-28 11:00:00,15151,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0.0,109,252,361
2012-09-28 12:00:00,15152,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,94,286,380
2012-09-28 13:00:00,15153,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537,106,304,410
2012-09-28 14:00:00,15154,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,105,294,399
2012-09-28 15:00:00,15155,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,104,288,392
2012-09-28 16:00:00,15156,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,83,419,502
2012-09-28 17:00:00,15157,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,101,707,808
2012-09-28 18:00:00,15158,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,58,609,667
2012-09-28 19:00:00,15159,4,1,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,38,470,508
2012-09-28 20:00:00,15160,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,32,304,336
2012-09-28 21:00:00,15161,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,32,205,237
2012-09-28 22:00:00,15162,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,30,190,220
2012-09-28 23:00:00,15163,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.194,26,164,190
2012-09-29 00:00:00,15164,4,1,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239,15,134,149
2012-09-29 01:00:00,15165,4,1,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239,12,89,101
2012-09-29 02:00:00,15166,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,12,80,92
2012-09-29 03:00:00,15167,4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.194,4,25,29
2012-09-29 04:00:00,15168,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,6,8,14
2012-09-29 05:00:00,15169,4,1,9,5,0,6,0,1,0.5,0.4848,0.63,0.194,2,13,15
2012-09-29 06:00:00,15170,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,4,33,37
2012-09-29 07:00:00,15171,4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,12,61,73
2012-09-29 08:00:00,15172,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,37,174,211
2012-09-29 09:00:00,15173,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,69,263,332
2012-09-29 10:00:00,15174,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537,134,338,472
2012-09-29 11:00:00,15175,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836,217,446,663
2012-09-29 12:00:00,15176,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,191,491,682
2012-09-29 13:00:00,15177,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,233,453,686
2012-09-29 14:00:00,15178,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,302,448,750
2012-09-29 15:00:00,15179,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,271,456,727
2012-09-29 16:00:00,15180,4,1,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537,275,447,722
2012-09-29 17:00:00,15181,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,256,456,712
2012-09-29 18:00:00,15182,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,174,420,594
2012-09-29 19:00:00,15183,4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,119,351,470
2012-09-29 20:00:00,15184,4,1,9,20,0,6,0,1,0.52,0.5,0.55,0.194,88,227,315
2012-09-29 21:00:00,15185,4,1,9,21,0,6,0,1,0.52,0.5,0.55,0.1343,73,219,292
2012-09-29 22:00:00,15186,4,1,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045,48,173,221
2012-09-29 23:00:00,15187,4,1,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896,35,161,196
2012-09-30 00:00:00,15188,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0.0,35,112,147
2012-09-30 01:00:00,15189,4,1,9,1,0,0,0,1,0.5,0.4848,0.59,0.0,31,85,116
2012-09-30 02:00:00,15190,4,1,9,2,0,0,0,1,0.48,0.4697,0.63,0.0,21,71,92
2012-09-30 03:00:00,15191,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,17,41,58
2012-09-30 04:00:00,15192,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,1,6,7
